REF_DATE,GEO,DGUID,Type of structure,Type of unit,VECTOR,COORDINATE,VALUE,city,province
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,One bedroom units,v3824030,105.1.2,1204.0,Ottawa-Gatineau,Ontario/Quebec
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Two bedroom units,v3824164,105.1.3,1375.0,Ottawa-Gatineau,Ontario/Quebec
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Three bedroom units,v3824298,105.1.4,1414.0,Ottawa-Gatineau,Ontario/Quebec
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Bachelor units,v3824432,105.4.1,1014.0,Ottawa-Gatineau,Ontario/Quebec
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,One bedroom units,v3824620,105.4.2,1225.0,Ottawa-Gatineau,Ontario/Quebec
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Two bedroom units,v3824808,105.4.3,1408.0,Ottawa-Gatineau,Ontario/Quebec
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Three bedroom units,v3824996,105.4.4,1483.0,Ottawa-Gatineau,Ontario/Quebec
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Bachelor units,v3822826,106.3.1,1061.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,One bedroom units,v3822960,106.3.2,1280.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Two bedroom units,v3823094,106.3.3,1547.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Three bedroom units,v3823228,106.3.4,1779.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,One bedroom units,v3823496,106.2.2,1177.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Two bedroom units,v3823630,106.2.3,1503.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Three bedroom units,v3823764,106.2.4,1726.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Bachelor units,v3823898,106.1.1,1059.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,One bedroom units,v3824032,106.1.2,1280.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Two bedroom units,v3824166,106.1.3,1550.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Three bedroom units,v3824300,106.1.4,1881.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Bachelor units,v3824434,106.4.1,1062.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,One bedroom units,v3824622,106.4.2,1286.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Two bedroom units,v3824810,106.4.3,1556.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Three bedroom units,v3824998,106.4.4,1853.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Bachelor units,v3822825,37.3.1,783.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,One bedroom units,v3822959,37.3.2,957.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Two bedroom units,v3823093,37.3.3,1270.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Three bedroom units,v3823227,37.3.4,1374.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Two bedroom units,v3823629,37.2.3,1380.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Bachelor units,v3823897,37.1.1,783.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,One bedroom units,v3824031,37.1.2,958.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Two bedroom units,v3824165,37.1.3,1269.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Three bedroom units,v3824299,37.1.4,1379.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Bachelor units,v3824433,37.4.1,796.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,One bedroom units,v3824621,37.4.2,1000.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Two bedroom units,v3824809,37.4.3,1286.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Three bedroom units,v3824997,37.4.4,1315.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Bachelor units,v3822824,105.3.1,1088.0,Ottawa-Gatineau,Ontario/Quebec
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,One bedroom units,v3822958,105.3.2,1285.0,Ottawa-Gatineau,Ontario/Quebec
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Two bedroom units,v3823092,105.3.3,1499.0,Ottawa-Gatineau,Ontario/Quebec
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Three bedroom units,v3823226,105.3.4,1628.0,Ottawa-Gatineau,Ontario/Quebec
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,One bedroom units,v3823494,105.2.2,1175.0,Ottawa-Gatineau,Ontario/Quebec
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Two bedroom units,v3823628,105.2.3,1633.0,Ottawa-Gatineau,Ontario/Quebec
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Three bedroom units,v3823762,105.2.4,1669.0,Ottawa-Gatineau,Ontario/Quebec
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Bachelor units,v3823896,105.1.1,1088.0,Ottawa-Gatineau,Ontario/Quebec
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,One bedroom units,v3824030,105.1.2,1285.0,Ottawa-Gatineau,Ontario/Quebec
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Two bedroom units,v3824164,105.1.3,1494.0,Ottawa-Gatineau,Ontario/Quebec
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Three bedroom units,v3824298,105.1.4,1597.0,Ottawa-Gatineau,Ontario/Quebec
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Bachelor units,v3824432,105.4.1,1099.0,Ottawa-Gatineau,Ontario/Quebec
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,One bedroom units,v3824620,105.4.2,1307.0,Ottawa-Gatineau,Ontario/Quebec
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Two bedroom units,v3824808,105.4.3,1515.0,Ottawa-Gatineau,Ontario/Quebec
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Three bedroom units,v3824996,105.4.4,1583.0,Ottawa-Gatineau,Ontario/Quebec
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Bachelor units,v3822826,106.3.1,1121.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,One bedroom units,v3822960,106.3.2,1347.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Two bedroom units,v3823094,106.3.3,1627.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Three bedroom units,v3823228,106.3.4,1769.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,One bedroom units,v3823496,106.2.2,1202.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Two bedroom units,v3823630,106.2.3,1658.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Three bedroom units,v3823764,106.2.4,1678.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Bachelor units,v3823898,106.1.1,1122.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,One bedroom units,v3824032,106.1.2,1347.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Two bedroom units,v3824166,106.1.3,1625.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Three bedroom units,v3824300,106.1.4,1947.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Bachelor units,v3824434,106.4.1,1127.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,One bedroom units,v3824622,106.4.2,1355.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Two bedroom units,v3824810,106.4.3,1629.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Three bedroom units,v3824998,106.4.4,1935.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
