REF_DATE,GEO,DGUID,Type of structure,Type of unit,VECTOR,COORDINATE,VALUE,city,province
2012,"Campbellton, New Brunswick part, New Brunswick/Quebec",2011S050613330,Row and apartment structures of three units and over,One bedroom units,v3823027,16.3.2,439.0,Campbellton,"New Brunswick part, New Brunswick/Quebec"
2012,"Campbellton, New Brunswick part, New Brunswick/Quebec",2011S050613330,Row and apartment structures of three units and over,Two bedroom units,v3823161,16.3.3,555.0,Campbellton,"New Brunswick part, New Brunswick/Quebec"
2012,"Campbellton, New Brunswick part, New Brunswick/Quebec",2011S050613330,Row and apartment structures of three units and over,Three bedroom units,v3823295,16.3.4,660.0,Campbellton,"New Brunswick part, New Brunswick/Quebec"
2012,"Campbellton, New Brunswick part, New Brunswick/Quebec",2011S050613330,Apartment structures of three units and over,Bachelor units,v3823965,16.1.1,398.0,Campbellton,"New Brunswick part, New Brunswick/Quebec"
2012,"Campbellton, New Brunswick part, New Brunswick/Quebec",2011S050613330,Apartment structures of three units and over,One bedroom units,v3824099,16.1.2,439.0,Campbellton,"New Brunswick part, New Brunswick/Quebec"
2012,"Campbellton, New Brunswick part, New Brunswick/Quebec",2011S050613330,Apartment structures of three units and over,Two bedroom units,v3824233,16.1.3,555.0,Campbellton,"New Brunswick part, New Brunswick/Quebec"
2012,"Campbellton, New Brunswick part, New Brunswick/Quebec",2011S050613330,Apartment structures of three units and over,Three bedroom units,v3824367,16.1.4,660.0,Campbellton,"New Brunswick part, New Brunswick/Quebec"
2012,"Campbellton, New Brunswick part, New Brunswick/Quebec",2011S050613330,Apartment structures of six units and over,Bachelor units,v3824545,16.4.1,412.0,Campbellton,"New Brunswick part, New Brunswick/Quebec"
2012,"Campbellton, New Brunswick part, New Brunswick/Quebec",2011S050613330,Apartment structures of six units and over,One bedroom units,v3824733,16.4.2,452.0,Campbellton,"New Brunswick part, New Brunswick/Quebec"
2012,"Campbellton, New Brunswick part, New Brunswick/Quebec",2011S050613330,Apartment structures of six units and over,Two bedroom units,v3824921,16.4.3,582.0,Campbellton,"New Brunswick part, New Brunswick/Quebec"
2012,"Campbellton, New Brunswick part, New Brunswick/Quebec",2011S050613330,Apartment structures of six units and over,Three bedroom units,v3825109,16.4.4,695.0,Campbellton,"New Brunswick part, New Brunswick/Quebec"
2012,"Edmundston, New Brunswick",2011S0504335,Row and apartment structures of three units and over,Bachelor units,v3822898,17.3.1,360.0,Edmundston,New Brunswick
2012,"Edmundston, New Brunswick",2011S0504335,Row and apartment structures of three units and over,One bedroom units,v3823032,17.3.2,426.0,Edmundston,New Brunswick
2012,"Edmundston, New Brunswick",2011S0504335,Row and apartment structures of three units and over,Two bedroom units,v3823166,17.3.3,497.0,Edmundston,New Brunswick
2012,"Edmundston, New Brunswick",2011S0504335,Row and apartment structures of three units and over,Three bedroom units,v3823300,17.3.4,566.0,Edmundston,New Brunswick
2012,"Edmundston, New Brunswick",2011S0504335,Apartment structures of three units and over,Bachelor units,v3823970,17.1.1,360.0,Edmundston,New Brunswick
2012,"Edmundston, New Brunswick",2011S0504335,Apartment structures of three units and over,One bedroom units,v3824104,17.1.2,426.0,Edmundston,New Brunswick
2012,"Edmundston, New Brunswick",2011S0504335,Apartment structures of three units and over,Two bedroom units,v3824238,17.1.3,494.0,Edmundston,New Brunswick
2012,"Edmundston, New Brunswick",2011S0504335,Apartment structures of three units and over,Three bedroom units,v3824372,17.1.4,567.0,Edmundston,New Brunswick
2012,"Edmundston, New Brunswick",2011S0504335,Apartment structures of six units and over,Bachelor units,v3824551,17.4.1,383.0,Edmundston,New Brunswick
2012,"Edmundston, New Brunswick",2011S0504335,Apartment structures of six units and over,One bedroom units,v3824739,17.4.2,432.0,Edmundston,New Brunswick
2012,"Edmundston, New Brunswick",2011S0504335,Apartment structures of six units and over,Two bedroom units,v3824927,17.4.3,500.0,Edmundston,New Brunswick
2012,"Fredericton, New Brunswick",2011S0504320,Row and apartment structures of three units and over,Bachelor units,v3822850,18.3.1,571.0,Fredericton,New Brunswick
2012,"Fredericton, New Brunswick",2011S0504320,Row and apartment structures of three units and over,One bedroom units,v3822984,18.3.2,651.0,Fredericton,New Brunswick
2012,"Fredericton, New Brunswick",2011S0504320,Row and apartment structures of three units and over,Two bedroom units,v3823118,18.3.3,782.0,Fredericton,New Brunswick
2012,"Fredericton, New Brunswick",2011S0504320,Row and apartment structures of three units and over,Three bedroom units,v3823252,18.3.4,1036.0,Fredericton,New Brunswick
2012,"Fredericton, New Brunswick",2011S0504320,Row structures of three units and over,Two bedroom units,v3823654,18.2.3,975.0,Fredericton,New Brunswick
2012,"Fredericton, New Brunswick",2011S0504320,Row structures of three units and over,Three bedroom units,v3823788,18.2.4,1044.0,Fredericton,New Brunswick
2012,"Fredericton, New Brunswick",2011S0504320,Apartment structures of three units and over,Bachelor units,v3823922,18.1.1,571.0,Fredericton,New Brunswick
2012,"Fredericton, New Brunswick",2011S0504320,Apartment structures of three units and over,One bedroom units,v3824056,18.1.2,651.0,Fredericton,New Brunswick
2012,"Fredericton, New Brunswick",2011S0504320,Apartment structures of three units and over,Two bedroom units,v3824190,18.1.3,771.0,Fredericton,New Brunswick
2012,"Fredericton, New Brunswick",2011S0504320,Apartment structures of three units and over,Three bedroom units,v3824324,18.1.4,1035.0,Fredericton,New Brunswick
2012,"Fredericton, New Brunswick",2011S0504320,Apartment structures of six units and over,Bachelor units,v3824458,18.4.1,595.0,Fredericton,New Brunswick
2012,"Fredericton, New Brunswick",2011S0504320,Apartment structures of six units and over,One bedroom units,v3824646,18.4.2,670.0,Fredericton,New Brunswick
2012,"Fredericton, New Brunswick",2011S0504320,Apartment structures of six units and over,Two bedroom units,v3824834,18.4.3,779.0,Fredericton,New Brunswick
2012,"Fredericton, New Brunswick",2011S0504320,Apartment structures of six units and over,Three bedroom units,v3825022,18.4.4,1057.0,Fredericton,New Brunswick
2012,"Miramichi, New Brunswick",2011S0504329,Row and apartment structures of three units and over,Bachelor units,v3822881,19.3.1,323.0,Miramichi,New Brunswick
2012,"Miramichi, New Brunswick",2011S0504329,Row and apartment structures of three units and over,One bedroom units,v3823015,19.3.2,492.0,Miramichi,New Brunswick
2012,"Miramichi, New Brunswick",2011S0504329,Row and apartment structures of three units and over,Two bedroom units,v3823149,19.3.3,559.0,Miramichi,New Brunswick
2012,"Miramichi, New Brunswick",2011S0504329,Row and apartment structures of three units and over,Three bedroom units,v3823283,19.3.4,566.0,Miramichi,New Brunswick
2012,"Miramichi, New Brunswick",2011S0504329,Apartment structures of three units and over,Bachelor units,v3823953,19.1.1,323.0,Miramichi,New Brunswick
2012,"Miramichi, New Brunswick",2011S0504329,Apartment structures of three units and over,One bedroom units,v3824087,19.1.2,492.0,Miramichi,New Brunswick
2012,"Miramichi, New Brunswick",2011S0504329,Apartment structures of three units and over,Two bedroom units,v3824221,19.1.3,559.0,Miramichi,New Brunswick
2012,"Miramichi, New Brunswick",2011S0504329,Apartment structures of three units and over,Three bedroom units,v3824355,19.1.4,566.0,Miramichi,New Brunswick
2012,"Miramichi, New Brunswick",2011S0504329,Apartment structures of six units and over,One bedroom units,v3824701,19.4.2,501.0,Miramichi,New Brunswick
2012,"Miramichi, New Brunswick",2011S0504329,Apartment structures of six units and over,Two bedroom units,v3824889,19.4.3,567.0,Miramichi,New Brunswick
2012,"Miramichi, New Brunswick",2011S0504329,Apartment structures of six units and over,Three bedroom units,v3825077,19.4.4,568.0,Miramichi,New Brunswick
2012,"Moncton, New Brunswick",2011S0503305,Row and apartment structures of three units and over,Bachelor units,v3822859,20.3.1,485.0,Moncton,New Brunswick
2012,"Moncton, New Brunswick",2011S0503305,Row and apartment structures of three units and over,One bedroom units,v3822993,20.3.2,618.0,Moncton,New Brunswick
2012,"Moncton, New Brunswick",2011S0503305,Row and apartment structures of three units and over,Two bedroom units,v3823127,20.3.3,731.0,Moncton,New Brunswick
2012,"Moncton, New Brunswick",2011S0503305,Row and apartment structures of three units and over,Three bedroom units,v3823261,20.3.4,901.0,Moncton,New Brunswick
2012,"Moncton, New Brunswick",2011S0503305,Row structures of three units and over,One bedroom units,v3823529,20.2.2,546.0,Moncton,New Brunswick
2012,"Moncton, New Brunswick",2011S0503305,Row structures of three units and over,Two bedroom units,v3823663,20.2.3,719.0,Moncton,New Brunswick
2012,"Moncton, New Brunswick",2011S0503305,Row structures of three units and over,Three bedroom units,v3823797,20.2.4,993.0,Moncton,New Brunswick
2012,"Moncton, New Brunswick",2011S0503305,Apartment structures of three units and over,Bachelor units,v3823931,20.1.1,485.0,Moncton,New Brunswick
2012,"Moncton, New Brunswick",2011S0503305,Apartment structures of three units and over,One bedroom units,v3824065,20.1.2,619.0,Moncton,New Brunswick
2012,"Moncton, New Brunswick",2011S0503305,Apartment structures of three units and over,Two bedroom units,v3824199,20.1.3,731.0,Moncton,New Brunswick
2012,"Moncton, New Brunswick",2011S0503305,Apartment structures of three units and over,Three bedroom units,v3824333,20.1.4,897.0,Moncton,New Brunswick
2012,"Moncton, New Brunswick",2011S0503305,Apartment structures of six units and over,Bachelor units,v3824467,20.4.1,489.0,Moncton,New Brunswick
2012,"Moncton, New Brunswick",2011S0503305,Apartment structures of six units and over,One bedroom units,v3824655,20.4.2,634.0,Moncton,New Brunswick
2012,"Moncton, New Brunswick",2011S0503305,Apartment structures of six units and over,Two bedroom units,v3824843,20.4.3,738.0,Moncton,New Brunswick
2012,"Moncton, New Brunswick",2011S0503305,Apartment structures of six units and over,Three bedroom units,v3825031,20.4.4,998.0,Moncton,New Brunswick
2012,"Saint John, New Brunswick",2011S0503310,Row and apartment structures of three units and over,Bachelor units,v3822829,22.3.1,486.0,Saint John,New Brunswick
2012,"Saint John, New Brunswick",2011S0503310,Row and apartment structures of three units and over,One bedroom units,v3822963,22.3.2,587.0,Saint John,New Brunswick
2012,"Saint John, New Brunswick",2011S0503310,Row and apartment structures of three units and over,Two bedroom units,v3823097,22.3.3,691.0,Saint John,New Brunswick
2012,"Saint John, New Brunswick",2011S0503310,Row and apartment structures of three units and over,Three bedroom units,v3823231,22.3.4,744.0,Saint John,New Brunswick
2012,"Saint John, New Brunswick",2011S0503310,Row structures of three units and over,Three bedroom units,v3823767,22.2.4,927.0,Saint John,New Brunswick
2012,"Saint John, New Brunswick",2011S0503310,Apartment structures of three units and over,Bachelor units,v3823901,22.1.1,486.0,Saint John,New Brunswick
2012,"Saint John, New Brunswick",2011S0503310,Apartment structures of three units and over,One bedroom units,v3824035,22.1.2,587.0,Saint John,New Brunswick
2012,"Saint John, New Brunswick",2011S0503310,Apartment structures of three units and over,Two bedroom units,v3824169,22.1.3,691.0,Saint John,New Brunswick
2012,"Saint John, New Brunswick",2011S0503310,Apartment structures of three units and over,Three bedroom units,v3824303,22.1.4,734.0,Saint John,New Brunswick
2012,"Saint John, New Brunswick",2011S0503310,Apartment structures of six units and over,Bachelor units,v3824437,22.4.1,495.0,Saint John,New Brunswick
2012,"Saint John, New Brunswick",2011S0503310,Apartment structures of six units and over,One bedroom units,v3824625,22.4.2,593.0,Saint John,New Brunswick
2012,"Saint John, New Brunswick",2011S0503310,Apartment structures of six units and over,Two bedroom units,v3824813,22.4.3,701.0,Saint John,New Brunswick
2012,"Saint John, New Brunswick",2011S0503310,Apartment structures of six units and over,Three bedroom units,v3825001,22.4.4,736.0,Saint John,New Brunswick
2012,"Alma, Quebec",2011S0504410,Row and apartment structures of three units and over,Bachelor units,v3872727,23.3.1,330.0,Alma,Quebec
2012,"Alma, Quebec",2011S0504410,Row and apartment structures of three units and over,One bedroom units,v3872755,23.3.2,383.0,Alma,Quebec
2012,"Alma, Quebec",2011S0504410,Row and apartment structures of three units and over,Two bedroom units,v3872783,23.3.3,479.0,Alma,Quebec
2012,"Alma, Quebec",2011S0504410,Row and apartment structures of three units and over,Three bedroom units,v3872811,23.3.4,516.0,Alma,Quebec
2012,"Alma, Quebec",2011S0504410,Apartment structures of three units and over,Bachelor units,v3872951,23.1.1,330.0,Alma,Quebec
2012,"Alma, Quebec",2011S0504410,Apartment structures of three units and over,One bedroom units,v3872979,23.1.2,383.0,Alma,Quebec
2012,"Alma, Quebec",2011S0504410,Apartment structures of three units and over,Two bedroom units,v3873007,23.1.3,478.0,Alma,Quebec
2012,"Alma, Quebec",2011S0504410,Apartment structures of three units and over,Three bedroom units,v3873035,23.1.4,513.0,Alma,Quebec
2012,"Alma, Quebec",2011S0504410,Apartment structures of six units and over,Bachelor units,v3824481,23.4.1,323.0,Alma,Quebec
2012,"Alma, Quebec",2011S0504410,Apartment structures of six units and over,One bedroom units,v3824669,23.4.2,387.0,Alma,Quebec
2012,"Alma, Quebec",2011S0504410,Apartment structures of six units and over,Two bedroom units,v3824857,23.4.3,453.0,Alma,Quebec
2012,"Alma, Quebec",2011S0504410,Apartment structures of six units and over,Three bedroom units,v3825045,23.4.4,509.0,Alma,Quebec
2012,"Amos, Quebec",2011S0504481,Row and apartment structures of three units and over,Bachelor units,v3822873,24.3.1,379.0,Amos,Quebec
2012,"Amos, Quebec",2011S0504481,Row and apartment structures of three units and over,One bedroom units,v3823007,24.3.2,409.0,Amos,Quebec
2012,"Amos, Quebec",2011S0504481,Row and apartment structures of three units and over,Two bedroom units,v3823141,24.3.3,516.0,Amos,Quebec
2012,"Amos, Quebec",2011S0504481,Row and apartment structures of three units and over,Three bedroom units,v3823275,24.3.4,575.0,Amos,Quebec
2012,"Amos, Quebec",2011S0504481,Apartment structures of three units and over,Bachelor units,v3823945,24.1.1,379.0,Amos,Quebec
2012,"Amos, Quebec",2011S0504481,Apartment structures of three units and over,One bedroom units,v3824079,24.1.2,409.0,Amos,Quebec
2012,"Amos, Quebec",2011S0504481,Apartment structures of three units and over,Two bedroom units,v3824213,24.1.3,515.0,Amos,Quebec
2012,"Amos, Quebec",2011S0504481,Apartment structures of three units and over,Three bedroom units,v3824347,24.1.4,575.0,Amos,Quebec
2012,"Amos, Quebec",2011S0504481,Apartment structures of six units and over,Bachelor units,v3824482,24.4.1,388.0,Amos,Quebec
2012,"Amos, Quebec",2011S0504481,Apartment structures of six units and over,One bedroom units,v3824670,24.4.2,424.0,Amos,Quebec
2012,"Amos, Quebec",2011S0504481,Apartment structures of six units and over,Two bedroom units,v3824858,24.4.3,542.0,Amos,Quebec
2012,"Amos, Quebec",2011S0504481,Apartment structures of six units and over,Three bedroom units,v3825046,24.4.4,593.0,Amos,Quebec
2012,"Baie-Comeau, Quebec",2011S0504406,Row and apartment structures of three units and over,Bachelor units,v3822890,26.3.1,385.0,Baie-Comeau,Quebec
2012,"Baie-Comeau, Quebec",2011S0504406,Row and apartment structures of three units and over,One bedroom units,v3823024,26.3.2,468.0,Baie-Comeau,Quebec
2012,"Baie-Comeau, Quebec",2011S0504406,Row and apartment structures of three units and over,Two bedroom units,v3823158,26.3.3,582.0,Baie-Comeau,Quebec
2012,"Baie-Comeau, Quebec",2011S0504406,Row and apartment structures of three units and over,Three bedroom units,v3823292,26.3.4,643.0,Baie-Comeau,Quebec
2012,"Baie-Comeau, Quebec",2011S0504406,Apartment structures of three units and over,Bachelor units,v3823962,26.1.1,385.0,Baie-Comeau,Quebec
2012,"Baie-Comeau, Quebec",2011S0504406,Apartment structures of three units and over,One bedroom units,v3824096,26.1.2,468.0,Baie-Comeau,Quebec
2012,"Baie-Comeau, Quebec",2011S0504406,Apartment structures of three units and over,Two bedroom units,v3824230,26.1.3,578.0,Baie-Comeau,Quebec
2012,"Baie-Comeau, Quebec",2011S0504406,Apartment structures of three units and over,Three bedroom units,v3824364,26.1.4,643.0,Baie-Comeau,Quebec
